0.1	8.019564	171	
0.2	8.042827	180	
0.3	8.066157	135	
0.4	8.089556	112	
0.5	8.113024	88	
0.6	8.136560	89	
0.7	8.160165	69	
0.8	8.183840	69	
0.9	8.207584	62	
1.0	8.231397	69	
1.1	8.255361	59	
1.2	8.279315	62	
1.3	8.303339	69	
1.4	8.327433	46	
1.5	8.351598	59	
1.6	8.375834	53	
1.7	8.400141	63	
1.8	8.424519	49	
1.9	8.448969	45	
2.0	8.473491	49	
2.1	8.498001	50	
2.2	8.522666	48	
2.3	8.547403	46	
2.4	8.572213	47	
2.5	8.597096	50	
2.6	8.622052	44	
2.7	8.647165	54	
2.8	8.672268	49	
2.9	8.697445	136	
3.0	8.722696	86	
3.1	8.748020	43	
3.2	8.773420	40	
3.3	8.798807	48	
3.4	8.824355	37	
3.5	8.849977	38	
3.6	8.875676	39	
3.7	8.901449	44	
3.8	8.927386	36	
3.9	8.953312	36	
4.0	8.979314	43	
4.1	9.005392	36	
4.2	9.031458	35	
4.3	9.057689	39	
4.4	9.083997	45	
4.5	9.110383	50	
4.6	9.136935	40	
4.7	9.163477	45	
4.8	9.190096	44	
4.9	9.216794	45	
5.0	9.243479	45	
5.1	9.270333	39	
5.2	9.297266	46	
5.3	9.324370	44	
5.4	9.351462	46	
5.5	9.378634	44	
5.6	9.405886	51	
5.7	9.433125	36	
5.8	9.460537	47	
5.9	9.488029	45	
6.0	9.515696	36	
6.1	9.543351	37	
6.2	9.571087	27	
6.3	9.598811	56	
6.4	9.626710	43	
6.5	9.654785	49	
6.6	9.682849	49	
6.7	9.710996	46	
6.8	9.739131	39	
6.9	9.767442	37	
7.0	9.795837	68	
7.1	9.824412	67	
7.2	9.852976	75	
7.3	9.881527	67	
7.4	9.910258	49	
7.5	9.939074	83	
7.6	9.968072	98	
7.7	9.997058	89	
7.8	10.026032	101	
7.9	10.055189	101	
8.0	10.084431	103	
8.1	10.113859	101	
8.2	10.143275	116	
8.3	10.172678	95	
8.4	10.202267	113	
8.5	10.232042	100	
8.6	10.261806	123	
8.7	10.291659	125	
8.8	10.321497	109	
8.9	10.351524	121	
9.0	10.381741	103	
9.1	10.411947	113	
9.2	10.442139	99	
9.3	10.472522	126	
9.4	10.503097	91	
9.5	10.533661	105	
9.6	10.564211	115	
9.7	10.594953	113	
9.8	10.625891	108	
9.9	10.656817	104	
10.0	10.687729	120	
10.1	10.718835	89	
10.2	10.750140	101	
10.3	10.781432	107	
10.4	10.812711	94	
10.5	10.844186	67	
10.6	10.875862	99	
10.7	10.907419	85	
10.8	10.939175	79	
10.9	10.971131	88	
11.0	11.003076	56	
11.1	11.035007	64	
11.2	11.067139	75	
11.3	11.099475	52	
11.4	11.131799	57	
11.5	11.164108	60	
11.6	11.196730	56	
11.7	11.229342	65	
11.8	11.261939	63	
11.9	11.294741	73	
12.0	11.327752	69	
12.1	11.360640	42	
12.2	11.393734	53	
12.3	11.427037	49	
12.4	11.460329	47	
12.5	11.493606	49	
12.6	11.527206	55	
12.7	11.560794	58	
12.8	11.594368	69	
12.9	11.628266	59	
13.0	11.662153	59	
13.1	11.696026	96	
13.2	11.730111	104	
13.3	11.764414	112	
13.4	11.798589	143	
13.5	11.832978	157	
13.6	11.867586	195	
13.7	11.902065	247	
13.8	11.936760	267	
13.9	11.971676	357	
14.0	12.006462	464	
14.1	12.041467	563	
14.2	12.076694	705	
14.3	12.111790	841	
14.4	12.147224	985	
14.5	12.182648	1189	
14.6	12.218056	1373	
14.7	12.253806	1582	
14.8	12.289546	1805	
14.9	12.325269	1868	
15.0	12.361339	2112	
15.1	12.397397	2174	
15.2	12.433439	2232	
15.3	12.469830	2607	
15.4	12.506088	2875	
15.5	12.542572	3250	
15.6	12.579289	3383	
15.7	12.615870	4503	
15.8	12.652803	5258	
15.9	12.689725	6124	
16.0	12.726632	7324	
16.1	12.763895	8361	
16.2	12.801023	9479	
16.3	12.838382	10819	
16.4	12.875979	12334	
16.5	12.913437	13567	
16.6	12.951256	15425	
16.7	12.989064	16728	
16.8	13.026855	18406	
16.9	13.065013	20533	
17.0	13.103031	22231	
17.1	13.141414	23824	
17.2	13.179787	26667	
17.3	13.218143	28065	
17.4	13.256871	29644	
17.5	13.295456	32192	
17.6	13.334413	34074	
17.7	13.373359	36120	
17.8	13.412288	38290	
17.9	13.451595	40763	
18.0	13.490758	42897	
18.1	13.530297	46011	
18.2	13.569694	47948	
18.3	13.609336	50374	
18.4	13.649231	51719	
18.5	13.688979	53231	
18.6	13.729110	55215	
18.7	13.769096	56972	
18.8	13.809465	57786	
18.9	13.849824	59207	
19.0	13.890165	59637	
19.1	13.930898	60853	
19.2	13.971481	61067	
19.3	14.012455	62005	
19.4	14.053282	62785	
19.5	14.094499	64266	
19.6	14.135570	63898	
19.7	14.176896	64643	
19.8	14.218486	64618	
19.9	14.259922	65747	
20.0	14.301759	66025	
20.1	14.343443	66609	
20.2	14.385529	66808	
20.3	14.427463	66897	
20.4	14.469799	67568	
20.5	14.511984	66990	
20.6	14.554431	66466	
20.7	14.597150	65429	
20.8	14.639711	65962	
20.9	14.682684	65354	
21.0	14.725499	64867	
21.1	14.768728	64823	
21.2	14.811801	63392	
21.3	14.855287	62575	
21.4	14.898618	60929	
21.5	14.942363	58273	
21.6	14.985953	56156	
21.7	15.029960	53839	
21.8	15.073811	49877	
21.9	15.118080	47023	
22.0	15.162195	43353	
22.1	15.206728	40095	
22.2	15.251253	37285	
22.3	15.295759	33724	
22.4	15.340697	30941	
22.5	15.385470	27694	
22.6	15.430677	24519	
